version,model,horizon,k,hit_at_k,recall_at_k,precision_at_k,mrr,num_samples,train_loss
v2,app_lstm,3,1,0.764614118878952,0.5588282467806057,0.764614118878952,0.764614118878952,280773,0.07037995338935968
v2,app_lstm,3,3,0.9045812809636254,0.8397277041119794,0.4393561109265715,0.8291585491958079,280773,0.07037995338935968
v2,app_lstm,3,5,0.9193049189202666,0.9076121991786662,0.2967172769452748,0.8326482009785786,280773,0.07037995338935968
v2,app_lstm,5,1,0.8130660711678117,0.5449830001629461,0.8130660711678117,0.8130660711678117,280773,0.07037995338935968
v2,app_lstm,5,3,0.9468787953257614,0.8631706124908715,0.499255032831715,0.8752313553417083,280773,0.07037995338935968
v2,app_lstm,5,5,0.9578342646906932,0.9429566216260069,0.34365412628615377,0.877850196896994,280773,0.07037995338935968
v2,app_lstm,10,1,0.8760920743803713,0.5100451678213819,0.8760920743803713,0.8760920743803713,280773,0.07037995338935968
v2,app_lstm,10,3,0.9903017740309787,0.8700367336227516,0.58726919373766,0.9298003487990371,280773,0.07037995338935968
v2,app_lstm,10,5,0.9975959226848735,0.9716008763560621,0.4173820132269517,0.931529325588124,280773,0.07037995338935968
